,LOAN_NUMBER,LOAN_ORIG_DATE,LENDER_INST_TYPE_DESCRIPTION,LTV,FICO_SCORE,CURRENT_BALANCE,Loan_to_Value_Cohorts,FICO_Score_Category,LOAN_AGE,Loan_Age_Cohorts
1604,19987800,2010-12-03,Credit Unions,80.7699966430664,795,161544,<=85%,700 - 799,25.1339863241545,20-29 Months
1605,21446994,2011-10-24,Credit Unions,81.8600006103516,795,286500,<=85%,700 - 799,14.456148996899321,10-19 Months
1606,31363652,2009-06-15,Credit Unions,84.379997253418,795,229500,<=85%,700 - 799,42.74420419310458,>=40 Months
1607,27054062,2009-06-10,Credit Unions,84.4100036621094,795,222000,<=85%,700 - 799,42.90847861352389,>=40 Months
1608,32734976,2010-03-18,Community Banks,88.5599975585938,795,154900,>85% and <= 90%,700 - 799,33.67625618595864,30-39 Months
1609,19949297,2011-12-09,Credit Unions,88.5999984741211,795,252500,>85% and <= 90%,700 - 799,12.944824329041664,10-19 Months
1610,31609430,2009-06-09,Credit Unions,88.8899993896484,795,256000,>85% and <= 90%,700 - 799,42.94133349760775,>=40 Months
1611,16700547,2011-05-20,Bank Owned Mortgage Company - National,89.2099990844727,795,169500,>85% and <= 90%,700 - 799,19.61436579806567,10-19 Months
1612,16806203,2010-07-06,Mortgage Banker - Bank Owned,90.0,795,133200,>85% and <= 90%,700 - 799,30.062218936733814,30-39 Months
1613,22321160,2012-10-17,Mortgage Banker - Bank Owned,90.0,795,159300,>85% and <= 90%,700 - 799,2.6612456107928293,0-9 Months
1614,19011787,2011-05-09,Mortgage Banker - Bank Owned,90.0,795,270000,>85% and <= 90%,700 - 799,19.975769522988152,10-19 Months
1615,33609852,2010-01-04,Mortgage Banker - Bank Owned,90.0,795,344700,>85% and <= 90%,700 - 799,36.074662724080575,30-39 Months
1616,31640922,2012-07-31,Credit Unions,90.0,795,411750,>85% and <= 90%,700 - 799,5.223926569334073,0-9 Months
1617,31370813,2010-08-25,Mortgage Banker - (Large),90.0,795,531000,>85% and <= 90%,700 - 799,28.41947473254071,20-29 Months
1618,25844859,2010-07-21,Mortgage Banker - (Large),92.1900024414063,795,59000,>90% and <= 95%,700 - 799,29.56939567547588,20-29 Months
1619,16184220,2012-11-13,Mortgage Banker - Bank Owned,92.9100036621094,795,255500,>90% and <= 95%,700 - 799,1.7741637405285529,0-9 Months
1620,34001150,2012-02-28,Mortgage Banker - (Large),94.0699996948242,795,238000,>90% and <= 95%,700 - 799,10.283578718248835,10-19 Months
1621,2627790,2009-05-01,Credit Unions,95.0,795,71250,>90% and <= 95%,700 - 799,44.222673976878376,>=40 Months
1622,25388692,2009-05-05,Mortgage Banker - Bank Owned,95.0,795,82745,>90% and <= 95%,700 - 799,44.091254440542926,>=40 Months
1623,31758722,2011-05-16,Mortgage Banker - Bank Owned,95.0,795,211850,>90% and <= 95%,700 - 799,19.745785334401116,10-19 Months
1624,21769116,2012-09-24,Community Banks,95.0,795,222461,>90% and <= 95%,700 - 799,3.4169079447216575,0-9 Months
1625,20310824,2012-04-03,Community Banks,95.0,795,234650,>90% and <= 95%,700 - 799,9.133657775313662,0-9 Months
1626,33489452,2011-02-03,Mortgage Banker - Bank Owned,95.0,795,237500,>90% and <= 95%,700 - 799,23.09698351095505,20-29 Months
1627,14883402,2012-06-29,Bank Owned Mortgage Company - National,95.0,795,260680,>90% and <= 95%,700 - 799,6.27528286001766,0-9 Months
1628,19227168,2012-07-12,Credit Unions,95.0,795,270750,>90% and <= 95%,700 - 799,5.848169366927452,0-9 Months
1629,26982597,2012-05-10,Credit Unions,95.0,795,272175,>90% and <= 95%,700 - 799,7.918027064210764,0-9 Months
1630,25677247,2012-11-20,Community Banks,95.0,795,344644,>90% and <= 95%,700 - 799,1.5441795519415182,0-9 Months
1631,25526956,2012-05-25,Community Banks,84.9199981689453,796,304000,<=85%,700 - 799,7.425203802952833,0-9 Months
1632,20466887,2011-03-23,Community Banks,86.3399963378906,796,310331,>85% and <= 90%,700 - 799,21.51994907492967,20-29 Months
1633,24632933,2011-06-30,Mortgage Banker - Bank Owned,87.7900009155273,796,417000,>85% and <= 90%,700 - 799,18.267315550627323,10-19 Months
1634,34132018,2011-01-12,Credit Unions,89.7399978637695,796,175000,>85% and <= 90%,700 - 799,23.819790960800017,20-29 Months
1635,19353032,2012-07-24,Community Banks,90.0,796,89100,>85% and <= 90%,700 - 799,5.453910757921107,0-9 Months
1636,25741472,2011-05-18,Bank Owned Mortgage Company - National,90.0,796,139500,>85% and <= 90%,700 - 799,19.68007556623339,10-19 Months
1637,24625023,2011-05-26,Community Banks,90.0,796,157500,>85% and <= 90%,700 - 799,19.417236493562495,10-19 Months
1638,20755512,2012-06-18,Credit Unions,90.0,796,182700,>85% and <= 90%,700 - 799,6.636686584940143,0-9 Months
1639,31760960,2010-12-21,Community Banks,90.0,796,186806,>85% and <= 90%,700 - 799,24.54259841064498,20-29 Months
1640,27942029,,Mortgage Banker - Bank Owned,90.0,796,315000,>85% and <= 90%,700 - 799,,Unknown
1641,21399067,2012-05-31,Community Banks,90.0,796,328500,>85% and <= 90%,700 - 799,7.2280744984496605,0-9 Months
1642,28568002,2010-01-22,Mortgage Banker - Bank Owned,90.0,796,413100,>85% and <= 90%,700 - 799,35.48327481057106,30-39 Months
1643,18392543,2011-11-29,Mortgage Banker - Bank Owned,92.6399993896484,796,403000,>90% and <= 95%,700 - 799,13.273373169880285,10-19 Months
1644,26525781,2010-01-29,Mortgage Banker - Bank Owned,93.75,796,149900,>90% and <= 95%,700 - 799,35.25329062198402,30-39 Months
1645,15502649,2012-08-17,Community Banks,95.0,796,150100,>90% and <= 95%,700 - 799,4.665393539908417,0-9 Months
1646,27715208,2009-05-01,Credit Unions,95.0,796,165300,>90% and <= 95%,700 - 799,44.222673976878376,>=40 Months
1647,25255415,2010-01-04,Mortgage Banker - Bank Owned,95.0,796,223250,>90% and <= 95%,700 - 799,36.074662724080575,30-39 Months
1648,15462771,2012-03-14,Mortgage Banker - Bank Owned,95.0,796,228950,>90% and <= 95%,700 - 799,9.790755456990903,0-9 Months
1649,17891731,2011-12-02,Community Banks,97.0,796,182263,>95%,700 - 799,13.1748085176287,10-19 Months
1650,23393714,2011-01-26,Bank Owned Mortgage Company - National,85.0,797,80726,<=85%,700 - 799,23.35982258362595,20-29 Months
1651,29174651,2010-12-23,Community Banks,85.0,797,131750,<=85%,700 - 799,24.47688864247726,20-29 Months
1652,18238383,2011-12-15,Bank Owned Mortgage Company - National,85.0,797,317050,<=85%,700 - 799,12.747695024538492,10-19 Months
1653,31068158,2012-08-27,Credit Unions,85.4199981689453,797,201600,>85% and <= 90%,700 - 799,4.336844699069796,0-9 Months
1654,16045493,2010-07-12,Community Banks,85.8099975585938,797,260000,>85% and <= 90%,700 - 799,29.865089632230642,20-29 Months
1655,25579712,2012-11-26,Community Banks,89.8199996948242,797,247000,>85% and <= 90%,700 - 799,1.3470502474383457,0-9 Months
1656,27794844,2010-06-23,Community Banks,89.9100036621094,797,276918,>85% and <= 90%,700 - 799,30.48933242982402,30-39 Months
1657,33827390,2012-09-26,Credit Unions,90.0,797,46800,>85% and <= 90%,700 - 799,3.3511981765539334,0-9 Months
1658,23829338,2011-05-20,Mortgage Banker - Bank Owned,90.0,797,76500,>85% and <= 90%,700 - 799,19.61436579806567,10-19 Months
1659,22851061,2012-06-25,Mortgage Banker - Bank Owned,90.0,797,116100,>85% and <= 90%,700 - 799,6.406702396353108,0-9 Months
1660,34432587,2009-12-11,Credit Unions,90.0,797,134910,>85% and <= 90%,700 - 799,36.86317994209327,30-39 Months
1661,30693422,2011-06-28,Bank Owned Mortgage Company - National,90.0,797,351000,>85% and <= 90%,700 - 799,18.33302531879505,10-19 Months
1662,25996392,2012-10-25,Mortgage Banker - Bank Owned,90.0,797,378000,>85% and <= 90%,700 - 799,2.398406538121933,0-9 Months
1663,26193478,2011-06-10,Bank Owned Mortgage Company - National,90.0,797,526500,>85% and <= 90%,700 - 799,18.924413232304566,10-19 Months
1664,32966114,2012-09-07,Mortgage Banker - Bank Owned,90.120002746582,797,232902,>90% and <= 95%,700 - 799,3.975440974147313,0-9 Months
1665,31854656,2011-09-08,Mortgage Banker - (Large),90.2799987792969,797,180000,>90% and <= 95%,700 - 799,15.967473664756977,10-19 Months
1666,21133602,2009-12-08,Credit Unions,90.6500015258789,797,77050,>90% and <= 95%,700 - 799,36.96174459434485,30-39 Months
1667,30424996,2012-02-14,Community Banks,92.4499969482422,797,245000,>90% and <= 95%,700 - 799,10.743547095422905,10-19 Months
1668,23593560,2010-12-30,Community Banks,92.6999969482422,797,127000,>90% and <= 95%,700 - 799,24.246904453890224,20-29 Months
1669,16159381,2012-05-15,Mortgage Banker - Bank Owned,92.9899978637695,797,342200,>90% and <= 95%,700 - 799,7.7537526437914535,0-9 Months
1670,26438126,2011-12-13,Mortgage Banker - (Large),94.2799987792969,797,267750,>90% and <= 95%,700 - 799,12.813404792706216,10-19 Months
1671,29903745,2010-12-16,Community Banks,95.0,797,104500,>90% and <= 95%,700 - 799,24.70687283106429,20-29 Months
1672,24300790,2011-04-29,Credit Unions,95.0,797,147155,>90% and <= 95%,700 - 799,20.304318363826773,20-29 Months
1673,18871329,2011-09-02,Community Banks,95.0,797,183350,>90% and <= 95%,700 - 799,16.164602969260148,10-19 Months
1674,22156232,2010-06-04,Mortgage Banker - Bank Owned,95.0,797,228000,>90% and <= 95%,700 - 799,31.1135752274174,30-39 Months
1675,16991526,2012-11-09,Mortgage Banker - Bank Owned,95.0,797,232203,>90% and <= 95%,700 - 799,1.9055832768640013,0-9 Months
1676,28060616,2011-07-25,Mortgage Banker - (Large),95.0,797,246260,>90% and <= 95%,700 - 799,17.44594344853077,10-19 Months
1677,24814517,2012-05-16,Mortgage Banker - (Large),95.0,797,266000,>90% and <= 95%,700 - 799,7.720897759707592,0-9 Months
1678,18940385,2009-12-15,Mortgage Banker - (Large),95.0,797,271700,>90% and <= 95%,700 - 799,36.73176040575782,30-39 Months
1679,28630362,2012-05-25,Mortgage Banker - (Large),95.0,797,308750,>90% and <= 95%,700 - 799,7.425203802952833,0-9 Months
1680,27436284,2011-11-04,Mortgage Banker - Bank Owned,95.0,797,356250,>90% and <= 95%,700 - 799,14.094745271976837,10-19 Months
1681,31675347,2009-05-22,Mortgage Banker - (Large),95.0,797,371674,>90% and <= 95%,700 - 799,43.53272141111727,>=40 Months
1682,19157215,2011-11-23,Mortgage Banker - (Large),96.0,797,148800,>95%,700 - 799,13.470502474383457,10-19 Months
1683,33452210,2009-12-16,Bank Owned Mortgage Company - National,81.9400024414063,798,147500,<=85%,700 - 799,36.69890552167396,30-39 Months
1684,16450996,2010-12-01,Community Banks,85.0,798,282200,<=85%,700 - 799,25.199696092322224,20-29 Months
1685,27595505,2009-12-22,Bank Owned Mortgage Company - National,85.0,798,493000,<=85%,700 - 799,36.501776217170786,30-39 Months
1686,18710636,2011-04-29,Mortgage Banker - (Large),86.5400009155273,798,450000,>85% and <= 90%,700 - 799,20.304318363826773,20-29 Months
1687,19614229,2011-11-07,Mortgage Banker - (Large),86.6999969482422,798,407500,>85% and <= 90%,700 - 799,13.996180619725251,10-19 Months
1688,31996352,2010-01-15,Mortgage Banker - (Large),89.2300033569336,798,406000,>85% and <= 90%,700 - 799,35.71325899915809,30-39 Months
1689,26634474,2011-09-07,Mortgage Banker - Bank Owned,90.0,798,128700,>85% and <= 90%,700 - 799,16.000328548840837,10-19 Months
1690,16685842,2011-07-08,Mortgage Banker - Bank Owned,90.0,798,144000,>85% and <= 90%,700 - 799,18.004476477956427,10-19 Months
1691,14985051,2011-05-09,Credit Unions,90.0,798,202410,>85% and <= 90%,700 - 799,19.975769522988152,10-19 Months
1692,29147500,2011-01-20,Mortgage Banker - Bank Owned,90.0,798,234000,>85% and <= 90%,700 - 799,23.55695188812912,20-29 Months
1693,16527362,2011-06-06,Mortgage Banker - Bank Owned,90.0,798,261000,>85% and <= 90%,700 - 799,19.055832768640013,10-19 Months
1694,33582113,2011-03-01,Credit Unions,92.8499984741211,798,185700,>90% and <= 95%,700 - 799,22.242756524774634,20-29 Months
1695,26660673,2011-06-15,Mortgage Banker - (Large),94.3199996948242,798,349000,>90% and <= 95%,700 - 799,18.760138811885255,10-19 Months
1696,32143291,2012-07-06,Community Banks,94.620002746582,798,176000,>90% and <= 95%,700 - 799,6.045298671430625,0-9 Months
1697,33861163,2009-05-06,Credit Unions,94.9800033569336,798,204200,>90% and <= 95%,700 - 799,44.058399556459065,>=40 Months
1698,16542482,2011-11-09,Mortgage Banker - Bank Owned,95.0,798,399950,>90% and <= 95%,700 - 799,13.930470851557526,10-19 Months
1699,15691842,2012-10-19,Community Banks,84.879997253418,799,365000,<=85%,700 - 799,2.595535842625105,0-9 Months
1700,20799193,2012-04-25,Credit Unions,85.0,799,233700,<=85%,700 - 799,8.410850325468695,0-9 Months
1701,15268878,2011-05-18,Bank Owned Mortgage Company - National,85.0,799,375700,<=85%,700 - 799,19.68007556623339,10-19 Months
1702,20995858,2012-02-27,Credit Unions,85.2200012207031,799,196000,>85% and <= 90%,700 - 799,10.316433602332697,10-19 Months
1703,22434200,2012-02-07,Community Banks,87.9300003051758,799,204000,>85% and <= 90%,700 - 799,10.973531284009939,10-19 Months
1704,29682430,2012-04-02,Mortgage Banker - (Large),89.5800018310547,799,374445,>85% and <= 90%,700 - 799,9.166512659397524,0-9 Months
1705,27305827,2011-05-06,Credit Unions,90.0,799,112410,>85% and <= 90%,700 - 799,20.074334175239738,20-29 Months
1706,31766264,2010-08-27,Mortgage Banker - Bank Owned,90.0,799,211500,>85% and <= 90%,700 - 799,28.353764964372985,20-29 Months
1707,25493300,2011-11-22,Mortgage Banker - (Large),90.0,799,278172,>85% and <= 90%,700 - 799,13.50335735846732,10-19 Months
1708,27019744,2012-12-07,Community Banks,90.0,799,327070,>85% and <= 90%,700 - 799,0.9856465225158627,0-9 Months
1709,34147327,2012-11-20,Mortgage Banker - Bank Owned,90.0,799,517500,>85% and <= 90%,700 - 799,1.5441795519415182,0-9 Months
1710,29507296,2011-10-28,Mortgage Banker - Bank Owned,90.0,799,607500,>85% and <= 90%,700 - 799,14.324729460563871,10-19 Months
1711,23643649,2012-05-02,Mortgage Banker - Bank Owned,95.0,799,123500,>90% and <= 95%,700 - 799,8.180866136881662,0-9 Months
1712,27133429,2012-09-13,Mortgage Banker - Bank Owned,95.0,799,171000,>90% and <= 95%,700 - 799,3.7783116696441406,0-9 Months
1713,30969143,2012-03-30,Mortgage Banker - Bank Owned,95.0,799,199500,>90% and <= 95%,700 - 799,9.26507731164911,0-9 Months
1714,33629908,,Mortgage Banker - (Large),95.0,799,213750,>90% and <= 95%,700 - 799,,Unknown
1715,26161742,2011-11-04,Mortgage Banker - Bank Owned,95.0,799,242250,>90% and <= 95%,700 - 799,14.094745271976837,10-19 Months
1716,20409888,2010-08-20,Community Banks,95.0,799,304000,>90% and <= 95%,700 - 799,28.58374915296002,20-29 Months
1717,18168437,2011-02-17,Bank Owned Mortgage Company - National,82.0,800,117000,<=85%,>=800,22.63701513378098,20-29 Months
1718,20371808,2010-08-23,Mortgage Banker - Bank Owned,83.1399993896484,800,291000,<=85%,>=800,28.485184500708435,20-29 Months
1719,32054373,2010-08-13,Mortgage Banker - Bank Owned,84.6699981689453,800,179500,<=85%,>=800,28.813733341547053,20-29 Months
1720,34371800,2012-09-06,Mortgage Banker - (Large),84.9899978637695,800,386700,<=85%,>=800,4.008295858231175,0-9 Months
1721,15475129,2010-07-28,Community Banks,85.0,800,185300,<=85%,>=800,29.33941148688885,20-29 Months
1722,26977170,2012-07-02,Credit Unions,85.0,800,293250,<=85%,>=800,6.176718207766073,0-9 Months
1723,18817281,2011-09-23,Community Banks,85.7099990844727,800,60000,>85% and <= 90%,>=800,15.474650403499044,10-19 Months
1724,19941318,2010-06-30,Community Banks,86.2099990844727,800,125000,>85% and <= 90%,>=800,30.259348241236985,30-39 Months
1725,19764416,2010-07-19,Mortgage Banker - Bank Owned,86.4000015258789,800,216000,>85% and <= 90%,>=800,29.635105443643607,20-29 Months
1726,16036561,2010-07-27,Credit Unions,87.0699996948242,800,202000,>85% and <= 90%,>=800,29.37226637097271,20-29 Months
1727,25438062,2010-07-23,Bank Owned Mortgage Company - National,87.5,800,105000,>85% and <= 90%,>=800,29.503685907308157,20-29 Months
1728,2076077,2009-09-30,Community Banks,88.2399978637695,800,225000,>85% and <= 90%,>=800,39.22873159613134,30-39 Months
1729,15939231,2012-12-19,Mortgage Banker - Bank Owned,88.2699966430664,800,331000,>85% and <= 90%,>=800,0.5913879135095177,0-9 Months
1730,31409450,2010-07-26,Bank Owned Mortgage Company - National,88.7200012207031,800,417000,>85% and <= 90%,>=800,29.40512125505657,20-29 Months
1731,16047687,2011-10-31,Community Banks,89.3600006103516,800,625500,>85% and <= 90%,>=800,14.226164808312285,10-19 Months
1732,17800957,2010-06-26,Mortgage Banker - Bank Owned,90.0,800,91800,>85% and <= 90%,>=800,30.390767777572435,30-39 Months
1733,32208747,2011-01-11,Bank Owned Mortgage Company - National,90.0,800,117000,>85% and <= 90%,>=800,23.852645844883877,20-29 Months
1734,20314361,2010-08-31,Credit Unions,90.0,800,148500,>85% and <= 90%,>=800,28.222345428037535,20-29 Months
1735,30441125,2010-06-25,Community Banks,90.0,800,149850,>85% and <= 90%,>=800,30.423622661656296,30-39 Months
1736,25374624,2010-06-29,Mortgage Banker - Bank Owned,90.0,800,168750,>85% and <= 90%,>=800,30.29220312532085,30-39 Months
1737,23622771,2010-08-05,Credit Unions,90.0,800,187020,>85% and <= 90%,>=800,29.07657241421795,20-29 Months
1738,27788928,2011-09-19,Mortgage Banker - (Large),90.0,800,190260,>85% and <= 90%,>=800,15.606069939834493,10-19 Months
1739,18545847,2011-12-28,Credit Unions,90.0,800,229500,>85% and <= 90%,>=800,12.320581531448285,10-19 Months
1740,32070951,2012-03-16,Community Banks,90.0,800,260100,>85% and <= 90%,>=800,9.72504568882318,0-9 Months
1741,33122666,2011-05-11,Mortgage Banker - Bank Owned,90.0,800,261000,>85% and <= 90%,>=800,19.910059754820427,10-19 Months
1742,33075814,2012-05-24,Mortgage Banker - Bank Owned,90.0,800,270000,>85% and <= 90%,>=800,7.4580586870366945,0-9 Months
1743,31807092,2011-03-10,Credit Unions,90.0,800,450000,>85% and <= 90%,>=800,21.947062568019877,20-29 Months
1744,28529051,2010-09-01,Mortgage Banker - (Large),90.0,800,523750,>85% and <= 90%,>=800,28.189490543953674,20-29 Months
1745,20530606,2012-01-12,Mortgage Banker - Bank Owned,90.4000015258789,800,273000,>90% and <= 95%,>=800,11.827758270190353,10-19 Months
1746,15083958,2011-05-06,Community Banks,91.7600021362305,800,201861,>90% and <= 95%,>=800,20.074334175239738,20-29 Months
1747,28525950,2010-01-28,Community Banks,92.9100036621094,800,118000,>90% and <= 95%,>=800,35.28614550606789,30-39 Months
1748,29717438,2010-06-22,Mortgage Banker - Bank Owned,93.0,800,372000,>90% and <= 95%,>=800,30.52218731390788,30-39 Months
1749,30030076,2012-05-24,Community Banks,93.4199981689453,800,88750,>90% and <= 95%,>=800,7.4580586870366945,0-9 Months
1750,29817694,2010-01-21,Credit Unions,94.9300003051758,800,71200,>90% and <= 95%,>=800,35.51612969465492,30-39 Months
1751,30420895,2010-01-29,Mortgage Banker - (Large),95.0,800,78850,>90% and <= 95%,>=800,35.25329062198402,30-39 Months
1752,20288224,2012-07-20,Credit Unions,95.0,800,87400,>90% and <= 95%,>=800,5.585330294256556,0-9 Months
1753,19004687,2010-08-25,Community Banks,95.0,800,172900,>90% and <= 95%,>=800,28.41947473254071,20-29 Months
1754,17712130,2010-05-05,Mortgage Banker - Bank Owned,95.0,800,201400,>90% and <= 95%,>=800,32.099221749933264,30-39 Months
1755,21485052,2011-06-13,Bank Owned Mortgage Company - National,95.0,800,223250,>90% and <= 95%,>=800,18.825848580052977,10-19 Months
1756,33777870,2012-05-22,Mortgage Banker - (Large),95.0,800,227905,>90% and <= 95%,>=800,7.523768455204419,0-9 Months
1757,18122605,2011-05-06,Mortgage Banker - Bank Owned,95.0,800,271700,>90% and <= 95%,>=800,20.074334175239738,20-29 Months
1758,18763321,2011-10-28,Mortgage Banker - Bank Owned,95.0,800,331550,>90% and <= 95%,>=800,14.324729460563871,10-19 Months
1759,31497202,2010-01-29,Mortgage Banker - Bank Owned,95.9499969482422,800,108903,>95%,>=800,35.25329062198402,30-39 Months
1760,17575153,2011-11-04,Mortgage Banker - Bank Owned,97.0,800,239590,>95%,>=800,14.094745271976837,10-19 Months
1761,25496507,2012-05-14,Mortgage Banker - (Large),97.0,800,371510,>95%,>=800,7.786607527875316,0-9 Months
1762,30466813,2012-01-23,Credit Unions,81.8600006103516,801,286525,<=85%,>=800,11.46635454526787,10-19 Months
1763,17942540,2010-02-26,Community Banks,83.9700012207031,801,262000,<=85%,>=800,34.333353867635886,30-39 Months
1764,33296537,2012-02-21,Credit Unions,84.3899993896484,801,132500,<=85%,>=800,10.513562906835869,10-19 Months
1765,16450962,2011-07-18,Mortgage Banker - Bank Owned,84.7099990844727,801,144000,<=85%,>=800,17.675927637117805,10-19 Months
1766,23326099,2012-05-22,Community Banks,85.5699996948242,801,166000,>85% and <= 90%,>=800,7.523768455204419,0-9 Months
1767,26221723,2010-12-24,Mortgage Banker - (Large),87.0,801,104000,>85% and <= 90%,>=800,24.444033758393395,20-29 Months
1768,27846868,2012-10-03,Community Banks,88.6699981689453,801,368000,>85% and <= 90%,>=800,3.1212139879668985,0-9 Months
1769,23162374,2010-02-12,Community Banks,90.0,801,117000,>85% and <= 90%,>=800,34.79332224480996,30-39 Months
1770,21814825,2011-01-26,Credit Unions,90.0,801,124200,>85% and <= 90%,>=800,23.35982258362595,20-29 Months
1771,21878101,2011-04-13,Mortgage Banker - (Large),90.0,801,157500,>85% and <= 90%,>=800,20.829996509168566,20-29 Months
1772,17314123,2011-04-28,Community Banks,90.0,801,243000,>85% and <= 90%,>=800,20.337173247910634,20-29 Months
1773,19281996,2010-06-15,Mortgage Banker - (Large),94.3000030517578,801,417000,>90% and <= 95%,>=800,30.752171502494917,30-39 Months
1774,19408179,2011-06-29,Credit Unions,95.0,801,52250,>90% and <= 95%,>=800,18.300170434711184,10-19 Months
1775,32849728,2011-10-26,Community Banks,95.0,801,70775,>90% and <= 95%,>=800,14.390439228731596,10-19 Months
1776,19491596,2012-05-30,Credit Unions,95.0,801,121600,>90% and <= 95%,>=800,7.260929382533522,0-9 Months
1777,18318404,2012-09-27,Mortgage Banker - Bank Owned,95.0,801,213750,>90% and <= 95%,>=800,3.3183432924700713,0-9 Months
1778,28847234,2012-09-10,Mortgage Banker - Bank Owned,95.0,801,220400,>90% and <= 95%,>=800,3.8768763218957267,0-9 Months
1779,19954246,2012-05-11,Mortgage Banker - Bank Owned,95.0,801,299250,>90% and <= 95%,>=800,7.885172180126902,0-9 Months
1780,17918055,2012-12-18,Community Banks,83.4899978637695,802,359000,<=85%,>=800,0.6242427975933798,0-9 Months
1781,29253965,2009-12-01,Mortgage Banker - (Large),83.7200012207031,802,360000,<=85%,>=800,37.19172878293189,30-39 Months
1782,25327371,2011-05-16,Credit Unions,84.3399963378906,802,167000,<=85%,>=800,19.745785334401116,10-19 Months
1783,23487827,2011-03-22,Credit Unions,84.4899978637695,802,166200,<=85%,>=800,21.55280395901353,20-29 Months
1784,34018280,2011-03-18,Mortgage Banker - Bank Owned,85.0,802,236513,<=85%,>=800,21.68422349534898,20-29 Months
1785,24833480,2009-12-11,Mortgage Banker - (Large),85.0,802,327250,<=85%,>=800,36.86317994209327,30-39 Months
1786,21690773,2012-01-20,Community Banks,87.9300003051758,802,127500,>85% and <= 90%,>=800,11.564919197519457,10-19 Months
1787,18632252,2011-03-28,Mortgage Banker - (Large),89.3899993896484,802,278000,>85% and <= 90%,>=800,21.35567465451036,20-29 Months
1788,33770479,2010-06-11,Community Banks,89.9000015258789,802,238000,>85% and <= 90%,>=800,30.883591038830367,30-39 Months
1789,33697313,2010-01-22,Credit Unions,89.9899978637695,802,223500,>85% and <= 90%,>=800,35.48327481057106,30-39 Months
1790,21299321,2012-05-01,Mortgage Banker - Bank Owned,90.0,802,94500,>85% and <= 90%,>=800,8.213721020965522,0-9 Months
1791,31172722,2010-02-08,Community Banks,90.0,802,121500,>85% and <= 90%,>=800,34.9247417811454,30-39 Months
1792,28862168,2012-05-21,Community Banks,90.0,802,130500,>85% and <= 90%,>=800,7.556623339288281,0-9 Months
1793,19460720,2011-05-31,Mortgage Banker - Bank Owned,90.0,802,202410,>85% and <= 90%,>=800,19.252962073143184,10-19 Months
1794,21458136,2012-06-12,Mortgage Banker - Bank Owned,90.0,802,233100,>85% and <= 90%,>=800,6.833815889443315,0-9 Months
1795,27111491,2010-07-15,Community Banks,90.0,802,238500,>85% and <= 90%,>=800,29.766524979979057,20-29 Months
1796,16222673,2011-05-17,Community Banks,90.0,802,252000,>85% and <= 90%,>=800,19.712930450317256,10-19 Months
1797,26503503,2012-10-04,Credit Unions,90.0,802,409500,>85% and <= 90%,>=800,3.0883591038830365,0-9 Months
1798,33661967,2011-04-01,Credit Unions,95.0,802,80750,>90% and <= 95%,>=800,21.224255118174913,20-29 Months
1799,24148289,2011-03-18,Credit Unions,95.0,802,81700,>90% and <= 95%,>=800,21.68422349534898,20-29 Months
1800,24189258,2010-02-22,Credit Unions,95.0,802,123500,>90% and <= 95%,>=800,34.464773403971336,30-39 Months
1801,17844568,2011-05-06,Mortgage Banker - Bank Owned,95.0,802,171000,>90% and <= 95%,>=800,20.074334175239738,20-29 Months
1802,27012331,2011-05-06,Mortgage Banker - Bank Owned,95.0,802,273984,>90% and <= 95%,>=800,20.074334175239738,20-29 Months
1803,25501160,2012-10-05,Mortgage Banker - Bank Owned,95.0,802,292648,>90% and <= 95%,>=800,3.0555042197991744,0-9 Months
1804,18362469,2011-04-12,Mortgage Banker - Bank Owned,95.0,802,294500,>90% and <= 95%,>=800,20.862851393252427,20-29 Months
1805,23983897,2011-10-11,Mortgage Banker - (Large),95.0,802,324425,>90% and <= 95%,>=800,14.883262489989528,10-19 Months
1806,23405915,2010-08-02,Mortgage Banker - Bank Owned,82.0,803,123000,<=85%,>=800,29.17513706646954,20-29 Months
1807,32784471,2012-05-25,Mortgage Banker - Bank Owned,83.0800018310547,803,297000,<=85%,>=800,7.425203802952833,0-9 Months
1808,23466680,2011-01-26,Community Banks,83.0999984741211,803,137940,<=85%,>=800,23.35982258362595,20-29 Months
1809,34393743,2012-04-26,Bank Owned Mortgage Company - National,87.6900024414063,803,284950,>85% and <= 90%,>=800,8.377995441384833,0-9 Months
1810,34256935,2012-08-03,Mortgage Banker - (Large),89.9599990844727,803,126850,>85% and <= 90%,>=800,5.125361917082486,0-9 Months
1811,17011740,2012-01-12,Credit Unions,90.0,803,224910,>85% and <= 90%,>=800,11.827758270190353,10-19 Months
1812,16942676,2010-09-01,Mortgage Banker - (Large),90.0,803,261000,>85% and <= 90%,>=800,28.189490543953674,20-29 Months
1813,17580020,2011-07-07,Credit Unions,90.0,803,279000,>85% and <= 90%,>=800,18.037331362040288,10-19 Months
1814,20479245,2012-05-17,Mortgage Banker - (Large),90.0,803,305100,>85% and <= 90%,>=800,7.688042875623729,0-9 Months
1815,33781113,2012-04-11,Mortgage Banker - Bank Owned,90.0,803,477000,>85% and <= 90%,>=800,8.870818702642765,0-9 Months
1816,17695069,2010-03-23,Credit Unions,94.379997253418,803,151000,>90% and <= 95%,>=800,33.51198176553933,30-39 Months
1817,23192063,2012-11-30,Mortgage Banker - Bank Owned,95.0,803,128250,>90% and <= 95%,>=800,1.2156307111028974,0-9 Months
